algorithm,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bidSize,circulatingSupply,currency,dayHigh,dayLow,dividendRate,dividendYield,exDividendDate,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiveYearAvgDividendYield,forwardPE,fromCurrency,lastMarket,marketCap,maxAge,maxSupply,navPrice,open,openInterest,payoutRatio,previousClose,priceHint,priceToSalesTrailing12Months,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,startDate,strikePrice,symbol,totalAssets,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,yield,ytdReturn
,1.1,0,0,0,0,,0.95,0,,MYR,0.97,0.97,,,-,-,1.2,1.5,0.97,,,,,,1,,,0.97,,,0.97,2,,0.97,0.97,0.97,0.97,4000,-,,9369.KL,,False,,,,1.2356098,4000,,,,
,0.495,0,0,40000,0,,0.475,0,,MYR,0.48,0.48,,,-,-,0.5133333,0.77,0.48,,,,,20206416,1,,,0.48,,,0.48,2,,0.48,0.48,0.48,0.48,40000,-,,9423.KL,,False,0.02,0.041666668,2.580645,0.5270238,40000,,,,
,0.66,0,0,0,0,,0.53,0,,MYR,0.53,0.53,,,-,-,0.68,0.72,0.53,,,,,21199998,1,,,0.53,,,0.53,2,,0.53,0.53,0.53,0.53,10900,-,,9431.KL,,False,0.01,0.018867925,18.92857,0.63076925,10900,,,,
,0.47,0,0,647160,0,,0.465,0,,MYR,0.46,0.45,,,-,-,0.9766667,1.43,0.45,,,,,306457312,1,,,0.45,,,0.45,3,,0.46,0.45,0.45,0.45,855400,-,,9571.KL,,False,0.05,0.11111112,4.0789475,0.8844048,855400,,,,
,2.73,0,0,0,0,,2.65,0,,MYR,2.74,2.62,,,-,-,3.8,4.27,2.62,,,,,433343904,1,,,2.74,,,2.74,2,,2.74,2.62,2.74,2.74,57700,-,,9598.KL,,False,0.19,0.06934307,18.027212,3.787619,57700,,,,
,0.655,0,0,301150,0,,0.645,0,,MYR,0.655,0.645,,,-,-,0.65,0.715,0.63,,,,,469331840,1,,,0.645,,,0.645,2,,0.655,0.645,0.645,0.645,169400,-,,9792.KL,,False,0.13,0.20155038,25.999998,0.6682927,169400,,,,
,7.45,0,0,7266,0,,7.42,0,,MYR,7.5,7.4,,,-,-,7.3,8.49,6.6,,,,,934037056,1,,,7.4,,,7.41,2,,7.5,7.4,7.4,7.41,23900,-,,9822.KL,,False,0.119,0.01605938,15.753716,7.382381,23900,,,,
,2.2,0,0,2700,0,,2.08,0,,MYR,2.06,2.06,,,-,-,2.3666666,3.09,2.06,,,,,117942416,1,,,2.06,,,2.06,2,,2.06,2.06,2.06,2.06,100,-,,9865.KL,,False,0.06,0.029126214,25.75,2.51725,100,,,,
,0.88,0,0,88600,0,,0.865,0,,MYR,0.88,0.87,,,-,-,1.0633333,1.48,0.87,,,,,152497088,1,,,0.88,,,0.88,2,,0.88,0.87,0.88,0.88,27400,-,,9873.KL,,False,0.02,0.022727272,13.593749,1.0589024,27400,,,,
,0.38,0,0,0,0,,0.35,0,,MYR,0.38,0.35,,,-,-,0.395,0.455,0.35,,,,,142731040,1,,,0.35,,,0.38,2,,0.38,0.35,0.35,0.38,1300,-,,9962.KL,,False,0.01,0.02631579,8.260869,0.40182927,1300,,,,
,0.61,0,0,74700,0,,0.585,0,,MYR,0.585,0.585,,,-,-,0.62666667,0.73,0.58,,,,,75855776,1,,,0.585,,,0.585,3,,0.585,0.585,0.585,0.585,12500,-,,9997.KL,,False,0.02,0.034188036,3.8999996,0.6170238,12500,,,,
